"Freundsheim [?], Pfalz, Bayern"
"Friedberg, Darmstadt, Hessen"
"Friedberg, Hessen"
"Friedeburg, Hannover"
"Friedelhausen, Germany"
"Friedenhain, Bayern"
"Friedrich [?], Germany"
"Friedrichstadt, Schleswig-Holstein"
"Frielendorf, Hessen-Nassau"
"Frielingen, Neustadt/Rübenberge, Hannover"
"Frienstedt, Sachsen (province) [?]"
"Friesenheim, Bayern"
"Friesenheim, Pfalz, Bayern"
"Friesland, Berum, Hannover"
"Friessnitz, Sachsen-Weimar-Eisenach"
"Frohnbach, Baden"
"Frohnhausen, Hessen-Nassau"
"Frohnhausen, Preußen"
"Frohnstetten, Hohenzollern [?]"
"Fröschmühle, Weissenburg, Elsaß-Lothringen"
"Frotheim, Westfalen"
"Frutsweil [?], Bayern"
"Fuhrberg, Hannover"
"Fulda, Hessen-Nassau"
"Funteuthum [?], Lippe"
"Fürfeld, Württemberg"
"Fürsten*[?], Germany"
"Fürstenau [?], Osnabrück, Hannover"
"Fürstenau, Germany"
"Fürstenau, Hannover"
"Fürstenberg, Waldeck"
"Fürstenhagen, Cassel, Hessen-Nassau"
"Fürstenthal, Sachsen (kingdom)"
"Fürstenthum [?], Lippe [?]"
"Fürstenthum [?], Schwarzburg-Sonderhausen"
"Fürstenthum [?], Waldeck"
"Fürstenthum, Hohenzallern [?], Germany [?]"
"Furstth, Osnabrück, Hannover"
"Furterth [?], Waldeck [?]"
"Furth, Bayern"
"Füttendorf [?], Bern, Switzerland"
"Gadenstedt, Hannover"
"Gaildorf, Württemberg"
"Garbeck, Preußen"
"Garbenheim, Wetzlar, Rheinprovinz"
"Garschagen, Rheinprovinz [?]"
"Gastätt, Pfalz, Bayern"
"Gefell, Preußen"
"Gegendrum [?], Baden"
"Gehlenbeck, Lübbecke, Westfalen"
"Gehlenbeck, Westfalen"
"Gehlenbeck, Westfalen [?]"
"Gehrbehausen, Hannover"
"Gehrde, Hannover"
"Gehrde, Knesebeck, Hannover"
"Geisberg, Stuttgart, Württemberg"
"Geisburg, Stuttgardt [?], Württemberg [?]"
"Gelbsweit [?], Bayern"
"Gellenbeck, Hannover [?]"
Gellenheim [?]
"Gemen, Münster, Westfalen"
"Gemünden, Hessen-Nassau"
"Gerden, Hannover"
"Gerdig an der Ruhr [?], Preußen"
"Gerlingen, Germany"
"Gerlingen, Württemberg"
Germany
"Germershausen, Hessen"
"Germersheim, Bayern"
"Germersheim, Pfalz, Bayern"
"Gernsheim, Hessen"
"Geroldstein, Hessen-Nassau"
"Gersfeld Rhön, Hessen-Nassau [?]"
"Gersthalm, Baden"
"Gesk [?], Preußen"
"Geskingen [?], Pfalz, Bayern"
"Gestringen, Westfalen"
"Gettingen [?], Aargau, Switzerland [?]"
"Gewengheim [?], Hessen-Nassau"
"Gibbinghausen, Rheinprovinz"
"Giddelsheim, Hessen [?]"
"Gieboldehausen, Hannover"
"Gießen, [?], Hessen"
"Giessen, Hessen"
"Gikar [?], Preußen"
"Gilstadt [?], Sachsen (kingdom or province)"
"Gimmeldingen-Lobloch, Bayern"
"Gimmeldingen-Lobloch, Pfalz, Bayern"
"Gimmeldingen, Neustadt/Haardt, Pfalz, Bayern"
"Gittelde, Braunschweig"
"Gitter am Berge, Leinberg [?], Hannover"
"Gladenbach, Biedenkopf, Hessen-Nassau"
"Gladenbach, Hessen-Nassau"
"Glarus (canton), Switzerland"
"Glarus [?], Switzerland"
"Glarus, Switzerland"
"Glashütte [?], Lippe"
"Glutz, Lohleurzen, Germany [?]"
"Gminden [?], Hessen-Nassau"
"Gmünd, Württemberg"
"Göbrichen, Baden"
"Goddelsheim, Waldeck"
"Goesnersheim, Pfalz, Bayern"
"Gohfeld, Herford, Minden, Westfalen"
"Gohfeld, Westfalen"
"Gohr, [?]"
"Goihsheim, Neckarsulm, Württemberg"
"Gollensdorf, Sachsen (province)"
"Gönnern, Hessen-Nassau [?]"
"Göppingen, Württemberg"
"Gora, Schlesien [?]"
"Goslar, Hannover"
"Gössnitz, Germany"
"Gottensteiler [?], Landau, Pfalz, Bayern"
"Göttingen, Germany"
"Göttingen, Hannover"
"Götzenhain, Darmstadt, Hessen"
"Götzenhain, Hessen"
"Grabine, Schlesien"
"Gräfenbrück [?], Germany"
"Graubünden (canton), Switzerland"
"Graubünden, Switzerland"
"Grebenhagen, Hessen-Nassau"
"Grebenhain, Hessen"
"Greifenhain, Hessen"
"Greifswald, Pommern"
"Gressentengen [?], Hannover"
"Grestlingen [?], Tecklenburg, Westfalen"
"Gries [?], Bern, Switzerland"
"Grifte, Hessen-Nassau"
"Grindelwald [?], Bern, Switzerland"
"Gröningen, Halberstadt, Sachsen (province)"
"Groppendorf [?], Schleswig, Schleswig-Holstein"
"Gross Berkel, Hannover"
"Groß Engelsheim [?], Baden"
"Gross Flöthe, Hannover"
"Gross Hausen, Hessen [?]"
"Gross Heere, Hannover"
"Groß Hügel [?], Bayern"
"Gross Ilsede, Peine, Hannover"
"Gross Infeld, Oldenburg [?]"
"Gross Karben, Hessen"
"Groß Lassende, Peine, Hannover"
"Groß Merten [?], Bayern"
"Groß Rohrheim, Hessen"
"Gross Umstadt, Hessen"
"Gross Zimmern, Hessen"
"Groß-Bieberau, Hessen"
"Groß-Kallenbach [?], Pfalz, Bayern"
"Groß-Rohrheim, Hessen"
"Großanstadt [?], Hessen [?]"
"Großbrembach, Sachsen-Weimar-Eisenach"
"Grossdüssel, Rheinprovinz [?]"
"Grossen Buseck [?], Hessen"
"Grossen Buseck, Hessen"
"Großen Linden, Giessen, Hessen"
"Großen Linden, Hessen"
"Großen-Buseck, Gießen, Hessen"
"Großen-Buseck, Hessen"
"Grossenbuhrt [?], Hessen [?]"
"Grossenbusse [?], Gießen, Hessen"
"Großenheidorn, Schaumburg-Lippe"
"Großenhügel [?], Bayern"
"Großenwede [?], Hannover"
"Grossheim, Ostpreußen [?]"
"Grosshöhenrain, Bayern"
"Grosskatern, Rheinprovinz [?]"
"Grosssachsen, Baden"
"Grosssachsen, Weinheim, Baden"
"Grosstiefenbach [?], Bayern"
"Großwell, Preußen"
"Grötzingen, Baden"
"Grove [?], Braunschweig [?]"
"Groven [?], Braunschweig"
"Grumbach [?], Hessen-Nassau"
"Grünbichel, Bayern"
"Grüneberg [?], Hannover"
"Grunenberg [?], Germany"
"Grünengrund [?], Hannover"
"Grünenplan, Braunschweig"
"Grus [?], Ostfriesland, Hannover"
"Grüsch, Graubünden, Switzerland"
"Gumbinnen, Ostpreußen"
"Gundheim, Darmstadt, Hessen"
"Gundhelm, Hessen-Nassau"
"Gussalen [?], Hessen-Nassau"
"Gustedt, Hannover"
"Gusternhain [?], Hessen-Nassau"
"Gütersloh, Westfalen"
"Güterstoh, Germany"
"Gütersweiler [?], Freudenstadt, Württemberg"
"Guxhagen, Cassel, Hessen-Nassau"
"Guxhagen, Hessen-Nassau"
"Guxhagen, Melsungen, Hessen-Nassau"
"Gyhum, Hannover"
"Habichhorst, Schaumburg-Lippe"
"Habitzheim, Hessen"
"Habizheim, Hessen"
"Habstadt [?], Bayern"
"Hackmath, Frankreieh, Germany"
"Hadem, Westfalen"
"Häder, Bayern"
"Hagen (district), Hannover"
"Hagen [?], Waldeck"
"Hagen, Hannover"
"Hagen, Lippe"
"Hahle, Hannover"
"Hahlen, Minden, Westfalen"
"Hahndorf, Hannover"
"Hähnlein [?], Hessen"
"Haifingen [?], Endebrück [?],"
"Hainbach, Darmstadt, Hessen"
"Hainfeld, Bayern"
"Hainfeld, Heilbronn, Bayern"
"Hainsberg, Germany"
"Halle (county), Westfalen"
"Halle, Minden, Westfalen"
"Halle, Preußen"
"Halle, Preußen [?]"
"Halle, Sachsen (province)"
"Halle, Westfalen"
"Halle, Westfalen [?]"
"Halltrop [?], Ostfriesland, Hannover"
"Halte, Hannover [?]"
Hamburg
"Hamilton [?], Benetz [?], Bayern"
"Hammersbadh [?], Baden [?]"
"Hanau, Hessen-Nassau"
"Hannchenleben, Kindersheim, Frankreich, Germany"
Hannover
Hannover (province)
"Hannover, Hannover"
"Hannoversminden [?], Hannover"
"Hansen*[?], Germany"
"Hanstedt, Hannover"
"Harber, Hannover"
"Harburg [?], Bayern"
"Hardt, Württemberg"
"Harkemissen, Lippe"
"Harlinghausen, Westfalen"
"Harmuthsachsen, Hessen-Nassau"
"Harste, Döhren [?], Hannover"
"Hartha, Sachsen (kingdom)"
"Hartmath [?], Elsaß-Lothringen"
"Hartum, Minden, Westfalen"
"Hartum, Westfalen"
"Hartum, Westfalen [?]"
"Hasberg, Westfalen"
"Hasdorf, Hessen"
"Hasloch, Pfalz, Bayern"
"Hasselbach, Hessen-Nassau"
"Hasselbach, Zweibrücken [?], Hessen-Nassau [?]"
"Hasselhorst, Preußen [?]"
"Hassenbach, Hessen-Nassau"
"Haßloch, Neustadt/Haardt, Pfalz, Bayern"
"Hasterz [?], Bremen"
"Hattenhausen [?], Göttingen, Hannover"
"Haueisen, Bayern"
"Haufde, Hannover"
"Hausdülmen [?], Westfalen"
"Havelah, Hannover"
"Haverlah, Hannover"
"Heben [?], Bielefeld, Minden, Westfalen"
"Heben [?], Bielefeld, Westfalen"
"Hebern, Hannover"
"Hechingen, Hohenzollern"
"Heckenmünster, Rheinprovinz [?]"
"Heddernheim, Hessen-Nassau"
"Hedelfingen, Cannstatt, Württemberg"
"Hedelfingen, Württemberg"
"Hedelflags, Württemberg"
"Heepen [?], Westfalen"
"Heepen, Westfalen"
"Heidberg, Hessen-Nassau"
"Heideberg, Preußen"
"Heidelsheim [?], Baden"
"Heidesheim [?], Baden [?]"
"Heidesheim, Baden"
"Heidesheim, Baden [?]"
"Heidorn, Hannover"
"Heilbronn, Württemberg"
"Heiligenfelde, Preußen"
"Heiligenstadt [?], Hannover [?]"
"Heimbach, Hessen-Nassau"
"Heimflede [?], Hannover"
"Heinebach, Hessen-Nassau"
"Heinersberg, Bayern"
"Heinersberg, Oberfranken"
"Heinrichs, Erfurt, Sachsen (province)"
"Heinsberg, Preußen"
"Heinz [?], Lippe"
"Heinzenhausen, Pfalz, Bayern"
"Heldburg, Hildburghausen, Sachsen-Meiningen"
"Helena, Memker [?], Bayern"
"Helenenthal [?], Hessen-Nassau"
"Helleetsdorf [?], Sachsen"
"Hellreich [?], Bayern"
"Hellrich [?], Untermainkreis [?], Bayern"
"Helmbrechts, Bayern"
"Helmscheid, Waldeck"
"Helmstadt, Baden"
"Helmstadt, Baden [?]"
"Helzen, Rheinprovinz"
"Hemfurth [?], Westfalen [?]"
"Hemsbach, Baden"
"Hemsbach, Weinheim, Baden"
"Henfort [?], Waldeck"
"Henkhausen, Westfalen"
"Hennewich, Westfalen [?]"
"Henscher, Rupprichtardt [?], Rheinprovinz [?]"
"Heppenheim, Darmstadt, Hessen"
"Heppenheim, Hessen"
"Herbaldsheim [?], Württemberg"
"Herbolzheim, Baden"
"Herd, Pfalz, Bayern"
"Herford, Minden, Westfalen"
"Herford, Westfalen"
"Herfurth, Bayern"
"Hergershausen, Hessen-Nassau"
"Hergeschhausen [?], Hessen-Nassau"
"Herrentrup, Lippe"
"Herrheim [?], Württemberg"
"Herrnsheim [?], Bayern"
"Herschberg, Pirmasens, Pfalz, Bayern"
"Herschlesien, Germany"
"Hersfeld, Hessen-Nassau"
"Herßsum, Hannover"
"Herssum, Hannover [?]"
"Herstum [?], Schleswig, Schleswig-Holstein"
"Hertmannsweiler, Württemberg"
"Herzberg, Hannover"
"Herzberg, Preußen"
"Herzegthum, Hessen"
"Herzeheim [?], Hessen"
"Herzhausen, Hessen-Nassau"
"Herzhausen, Vöhl, Hessen"
"Herzogenbuchsee, Bern, Switzerland"
"Herzogthau, Lauenberg [?], Germany [?]"
"Herzogtum Lauenburg [?], Schleswig-Holstein"
"Herzogtum Lauenburg, Schleswig-Holstein [?]"
"Hesedorf, Hannover"
"Hesel, Hannover"
"Hesel, Ostfriesland, Hannover"
"Heßdorf, Bayern"
"Hesseler, Westfalen"
Hessen
Hessen [?]
Hessen-Nassau
Hessen-Nassau (province)
"Hesserode, Hessen-Nassau"
"Hesslar, Hessen-Nassau"
"Heteringen [?], Hessen-Nassau"
"Hettenhausen [?], Minden, Westfalen"
"Hettensen, Hannover"
"Hettmar [?], Lippe [?]"
"Hicker [?], Preußen"
"Hideram [?], Berge, Hannover"
"Hierholz, Baden [?]"
"Hilbenhof, Württemberg"
"Hildesheim, Baden"
"Hildesheim, Hannover"
"Hildesheim, Preußen"
"Hille, Westfalen"
"Hiller, Germany"
"Hilpert [?], Württemberg"
"Hilsbronn [?], Hannover"
"Hilter, Hannover"
Hilthat [?]
"Himmelkron, Bayern"
"Himmelkron, Garneck [?], Bayern"
"Hinjenheim [?], Landau, Pfalz, Bayern"
Hinsner [?]
"Hintersteinau, Hessen-Nassau"
"Hirschberg, Pfalz, Bayern"
"Hirschberg, Waldfischbach, Pfalz, Bayern"
"Hirschfeld, Germany"
"Hirschfeld, Preußen"
"Hitzhausen, Osnabrück, Hannover"
"Hoch, Berneck, Bayern"
"Hochöster [?], Bayern"
"Höchst, Darmstadt, Hessen"
"Höchst, Hessen"
"Höchstedt, Bayern"
"Höchsten, Westfalen"
"Höchster [?], Hessen [?]"
"Hof, Hessen-Nassau"
"Hofenstadt [?], Hannover"
"Höfingen, Leonberg, Württemberg"
"Höfingen, Württemberg"
"Höheinöd, Waldfischbach, Pirmasens, Pfalz, Bayern"
"Hohenbingen [?], Weissenburg, Switzerland"
"Hohenhameln, Hannover"
"Hohenhameln, Peine, Hannover"
"Hohenhenecke [?], Peine, Hannover"
"Hohenkirchen, Germany"
"Hohensachsen [?], Baden"
"Hohensachsen, Baden"
"Hohensachsen, Weinheim, Baden"
"Hohenweiler [?], Württemberg"
"Hohenwerthenbach, Baden"
"Hohenzollern, Germany"
"Holicher [?], Switzerland"
"Holle [?], Osnabrück, Hannover [?]"
"Hollenbeck [?], Preußen"
"Holstein [?], Lippe [?]"
"Holstein, Germany"
"Holte, Hannover"
"Holte, Osnabrück, Hannover"
"Holte, Preußen"
"Holtrop, Aurich, Hannover [?]"
"Holzen, Braunschweig"
"Hölzenhausen, Hessen-Nassau [?]"
"Holzhausen, Frankfurt/Main, Hessen-Nassau"
"Holzhausen, Germany"
"Holzhausen, Hessen"
"Holzhausen, Minden, Westfalen"
"Holzhausen, Preußen"
"Holzhausen, Westfalen"
"Holzhausen, Westfalen [?]"
"Holzingen [?], Bayern"
"Homberg, Hessen"
"Homburg an der Ohm, Darmstadt, Hessen"
"Homburg, Bayern"
"Homburg, Hessen-Nassau"
Hont [?]
"Hoppenheim [?], Switzerland"
"Hoppenrade, Mecklenburg-Schwerin"
"Hörde, Westfalen"
"Hördt, Germersheim, Bayern"
"Horn, Lippe"
"Horneburg, Stade, Hannover"
"Horrheim, Württemberg"
"horst, Baden"
"Horst, Germany"
"Hörste, Westfalen"
"Hörtel [?], Hannover"
"Höster [?], Preußen"
"Hoyel, Hannover"
"Hüde, Lemförde, Hannover"
"Hudenbeck, Bielefeld, Westfalen"
"Hufestadt, Hannover"
"Hulda [?], Sachsen-Altenburg"
"Hullenbizern [?], Preußen"
"Hüllhorst, Minden, Westfalen"
"Hüllhorst, Preußen"
"Hüllhorst, Westfalen"
"Hultgordt [?], Württemberg"
"Hundelshausen, Hessen-Nassau"
"Hundshausen, Rotenburg, Hessen-Nassau"
"Hustedt, Wolberg, Hannover"
"Hustein, Germany"
"Hütetten, Braunschweig"
"Hütten, Preußen [?]"
"Hüttenberg [?], Bayern"
"Iburg, Dissen, Hannover"
"Ickelheim, Bayern"
"Idelsheim [?], Bayern"
"Igenberg [?], Minden, Westfalen"
"Iggelheim, Bayern"
"Iggelheim, Pfalz, Bayern"
"Ihlingen, Württemberg"
"Ihrhove, Hannover"
"Ilanz [?], St. Gallen, Switzerland"
"Ilbeshausen, Lauterbach, Hessen"
"Ilbesheim, Baden"
"Ilbesheim, Landau, Bayern"
"Ilbesheim, Landau, Pfalz, Bayern"
"Ilbesheim, Leeder, Bayern"
"Ilenova, Braunschweig"
"Ilersheim [?], Hessen-Nassau"
"Illesheim, Pfalz, Bayern"
"Illingen, Baden"
"Illingen, Württemberg"
"Illnhausen, Hessen"
"Ilmisberg [?], Hessen-Nassau"
"Ilsfeld, Württemberg"
"Im Kampe [?], Westfalen"
"Imbshausen, Hannover"
"Imsbach [?], Bayern"
"Imsbach, Pfalz, Bayern"
"Ingenheim, Pfalz, Bayern"
"Insel, Preußen"
"Inshausen, Hannover"
"Intschede, Hannover"
"Ippesheim, Hessen"
"Isbeck, Braunschweig"
"Ischelheim, Speier, Pfalz, Bayern"
Iselburg [?]
"Isenstedt, Westfalen"
"Iserlohn, Arnsberg, Westfalen"
"Isern [?], Braunschweig"
"Ispringen, Baden"
"Ispringen, Baden [?]"
"Isselhorst, Bielefeld, Westfalen"
"Issigau, Bayern"
"Itingen, Basel, Switzerland"
"Ittigen [?], Basel-Landschaft, Switzerland"
"Ittlingen, Baden"
"Izenburg [?], Mecklenburg-Schwerin"
"Jate [?], Hannover"
"Jeffer [?], Oldenburg"
"Jena, Sachsen-Weimar-Eisenach"
Jesshausen [?]
"Jessnitz, Dessau, Anhalt"
"Jobbaigert [?], Pfalz, Bayern"
"Johannes*[?], Bayern"
"Jöllenbeck [?], Westfalen [?]"
"Jöllenbeck, Beckfeld [?]"
"Jöllenbeck, Bielefeld, Westfalen"
"Jöllenbeck, Minden Westfalen"
"Jöllenbeck, Minden, Westfalen"
"Jöllenbeck, Westfalen"
"Jonaswalde, Sachsen-Altenburg [?]"
"Josbach, Hessen-Nassau"
"Jü [?], Minden, Westfalen"
"Jugendheim [?], Hessen"
"Jugenheim, Darmstadt, Hessen"
"Jugenheim, Hessen"
"Jusheim [?], Hessen"
"Kadezberg [?], Bayern"
"Kaisershagen [?], Mühlhausen, Erfurt, Sachsen (province)"
"Kaisershagen, Erfurt, Sachsen (province) [?]"
"Kaiserslautern, Bayern"
"Kaiserslautern, Pfalz, Bayern"
"Kale*[?], Germany"
"Kalefeld, Hannover"
"Kalenberg, Hannover"
"Kallenberg [?], Württemberg"
"Kaltennordheim Rhön, Sachsen-Weimar-Eisenach"
"Kandern, Baden"
"Kannawurf, Sachsen (province)"
"Kappel, Fritzlar, Hessen-Nassau"
"Kappeln, Pfalz, Bayern"
"Kappeln, Preußen"
"Karlsruhe, Baden"
"Kartenhagen [?], Hessen [?]"
"Kassel, Hessen-Nassau"
"Kassel, Hessen-Nassau [?]"
"Kasselburg [?], Rheinprovinz"
Kath [?]
"Katholdsburg [?], Bayern"
"Katholsburg [?], Bayern"
"Katoldsberg [?], Bayern"
"Katolsburg [?], Ansbach, Bayern"
"Katolsburg [?], Pfalz, Bayern"
"Kattenbreuken [?], Westfalen"
"Kaufungen, Hessen-Nassau"
"Kaufungen, Sachsen (kingdom)"
"Kaulstoss, Hessen"
"Kehl, Baden"
"Kehrenbach, Hessen-Nassau"
"Keinstein [?], Württemberg"
Kelf [?]
"Kemberg, Sachsen (province)"
"Kemmarode [?], Melsungen, Hessen-Nassau"
"Kemmerode [?], Hessen-Nassau"
"Kenrig [?], Württemberg"
"Kernwerk [?], Posen"
"Kerzenheim [?], Pfalz, Bayern"
"Kettel [?], Rheinprovinz"
"Kettenheim, Hessen"
"Kieselbach, Kreuznach, Coblenz, Rheinprovinz"
"Kingshagen [?], Hessen-Nassau"
"Kirberg, Hessen-Nassau"
"Kirch-Göns [?], Darmstadt, Hessen"
"Kirchberg, Hessen"
Kirchbrod [?]
"Kirchdorf, Germany"
Kirchenfort [?]
"Kirchleus, Bayern"
"Kirchlotheim, Hessen-Nassau"
"Kirchspiel, Hannover"
"Kirchspiel, Westfalen"
"Kirdeka [?], Bayern"
"Kirdorf, Rheinprovinz [?]"
"Kirzen [?], Glarus, Switzerland"
"Kitschendorf [?], Ansbach [?], Bayern"
"Kitti [?], Aarau, Switzerland"
"Klein Heidorn, Hannover"
"Klein Lengden, Hannover"
"Klein Lengden, Hildesheim, Hannover"
"Klein Meckelsen, Hannover"
"Klein Umstadt, Hessen"
"Klein Zimmern, Hessen"
"Kleineichstädt, Sachsen (province)"
"Kleinfischlingen, Landau, Pfalz, Bayern"
"Kleinlangheim, Bayern"
"Kleinmünster, Bayern"
"Kleinweiler, Pfalz, Bayern"
"Kleisweiler [?], Pfalz, Bayern"
"Klemme [?], Hannover [?]"
"Kleve, Westfalen"
Klidieg [?]
"Kligengen [?], Preußen"
"Klinting, Schleswig-Holstein"
"Knittelsheim, Pfalz, Bayern"
"Koblenz, Germany"
"Koblenz, Rheinprovinz"
"Koilshausen [?], Springberg [?], Darmstadt, Hessen"
"Kölkebeck, Westfalen"
"Köln, Schlesien"
"Königshausen [?], Hessen-Nassau"
"Königshausen, Rothenburg, Bayern"
"Konstanz, Baden"
"Koppenbrügge, Hannover"
"Kördorf, Darmstadt, Hessen"
"Korfstein [?], Waldeck"
"Kork, Kehl, Baden"
"Kottenbach [?], Heidelberg, Baden"
"Kotterlinde, Rheinprovinz [?]"
"Kraak, Mecklenburg-Schwerin"
"Krakan [?], Osterweiler, Bayern"
"Kreetz [?], Bayreuth, Bayern"
"Kreis*[?], Bayern"
"Kreisauer [?], Preußen"
"Kreitsheim [?], Württemberg"
"Krems, Niederösterreich, Austria"
"Kreuzthal, Preußen"
"Kronenberg, Preußen"
"Kronsberg, Hannover [?]"
"Krumknie, Posen"
"Krüssau [?], Sachsen (province)"
"Krüssel, Hannover [?]"
"Kübenick [?],"
"Kuchenberg, Völ, Darmstadt, Hessen"
"Kuden, Schleswig-Holstein"
"Kuhhort [?], Pfalz, Bayern"
"Kulmbach, Bayern"
"Kunzen [?], Glarus, Switzerland"
"Kuppendorf, Hannover"
"Küttigen, Aarau, Switzerland"
"Küttigen, Aargau, Switzerland"
"Laar, Westfalen"
"Läbrechteim [?], Württemberg"
"Lachen, Schwyz, Switzerland"
"Lackli [?], Neuenburg, Switzerland"
"Lage [?], Jena, Sachsen-Weimar-Eisenach"
"Lage [?], Tecklenburg, Westfalen"
"Lahde, Minden, Westfalen"
"Lahr, Baden"
"Laibach, Westfalen [?]"
"Lambsheim [?], Pfalz, Bayern"
"Lambsheim, Pfalz, Bayern"
"Lammsheim [?], Pfalz, Bayern"
"Lampertheim, Darmstadt, Hessen"
"Lampertheim, Hessen"
"Lamstedt, Hannover"
"Landau, Bayern"
"Landau, Pfalz, Bayern"
"Landau, Pfalz, Bayerns"
"Landau, Waldeck"
"Landenheim [?], Württemberg"
"Landerstedt [?], Bayern"
"Landsburg, Hannover"
"Landsheim [?], Pfalz, Bayern"
"Langeck, Baden [?]"
"Langelage, Hannover"
"Langen, Hannover"
"Langenbeutingen, Württemberg"
"Langendembach, Sachsen-Weimar-Eisenach"
"Langenhain [?], Germany"
"Langenheim, Posen [?]"
"Langenholzhausen, Lippe"
Langensalz [?]
"Langensalza, Sachsen (province)"
"Langensulzbach, Elsaß-Lothringen"
"Langenzallbold [?], Hessen-Nassau"
"Langern [?], Münster, Tecklenburg, Westfalen"
"Langsalzhausen [?], Minden, Westfalen"
"Langwedel, Germany"
"Läthe [?], [?], [?]"
"Laubach, Hessen"
"Laubenheim [?], Hessen"
"Laudenbach, Baden"
"Lauenburg (district), Pommern"
"Lauenburg, Pommern"
"Lauenburg, Preußen"
"Lauenstein, Germany"
"Laut [?], Pfalz, Bayern"
"Lautenbach, Baden"
"Lautern, Bensheim, Hessen"
"Lebge, Westfalen"
"Leeden, Preußen"
"Leedorf, Hannover"
"Legelshurst [?], Baden"
"Legen [?], Hannover"
"Legenhausen, Hannover"
"lehausen [?], Hannover"
"Lehe [?], Stolzenau, Hannover"
"Lehr, Württemberg [?]"
"Lehrbach, Alsfeld, Hessen"
"Leichau, Bayern"
"Leiden [?], Elingen [?], Württemberg"
"Leidenberg, Schwarzburg-Rudolstadt"
"Leidmand, Hessen"
"Leimbach, Hessen-Nassau"
"Leinbach, Württemberg"
"Leinheim [?], Pfalz, Bayern"
"Leipzig, Sachsen (kingdom)"
"Leisnig, Sachsen (kingdom)"
"Leitendorf, Bayern"
"Leithen, Bayern"
"Leitz [?], Sachsen (province) [?]"
"Lemmstein [?], Hessen"
"Lemshausen [?], Hannover"
"Lendrigen, Württemberg"
"Lengede, Hannover"
"Lengenleiberniederheim, Altenburg, Sachsen-Altenburg"
"Lengerich, Hannover"
"Lengerich, Minden, Westfalen"
"Lengerich, Münster, Tecklenburg, Westfalen"
"Lengerich, Münster, Westfalen"
"Lengerich, Preußen"
"Lengerich, Tecklenburg, Münster, Westfalen"
"Lengerich, Tecklenburg, Westfalen"
"Lengerich, Westfalen"
"Lenne, Westfalen"
"Lennen [?], Münster, Westfalen [?]"
"Lennen [?], Preußen"
"Lenninghausen, Spenge, Westfalen"
"Lenzersdorf, Bayern"
"Leppin, Pommern"
"Leppin, Pommern [?]"
"Leppin, Preußen"
"Lesse, Braunschweig"
"Lette, Westfalen [?]"
"Leutekspoh, Wartty [?]"
"Levern, Lübbecke, Westfalen"
"Lichenroth, Birstein, Hessen-Nassau"
"Lichensheid, Hessen-Nassau"
"Lichtenau, Germany"
"Lichtenhagen, Hannover"
"Lichtenhain, Sachsen-Meiningen"
"Lick, Ofenberg, Hessen"
"Liel [?], Baden"
"Lienen [?], Westfalen [?]"
"Lienen, Münster, Westfalen"
"Lienen, Warendorf, Westfalen"
"Lienen, Westfalen"
"Lietingen [?], Hessen"
"Lindenberg, Preußen"
"Lindenburg, Posen"
"Linderbach, Sachsen-Weimar-Eisenach"
"Lindhorst, Schaumburg-Lippe"
"Lindorf, Hannover"
"Lindwedel, Hannover"
"Linne, Hannover"
"Linnen [?], Baden"
"Linnigte [?], Oldenburg"
"Linsburg, Hannover"
"Linsenhofen [?], Württemberg"
"Linsenhofen, [?], Württemberg"
"Linsenhofen, Württemberg"
"Linsenhofen, Württemberg [?]"
"Linter, Hessen-Nassau"
"Linthal, Glarus, Switzerland"
"Linx, Baden"
Lippe
Lippe (principality)
"Lippe, Westfalen [?]"
"Lippeke [?], Preußen"
"Lippelsachsen [?], Baden [?]"
"Lipperode, Lippe"
"Lippinghausen, Herford, Westfalen"
"Lippinghausen, Westfalen"
"Lipprechterode, Sachsen (province)"
"Lippstadt, Hessen"
"Lippstadt, Westfalen"
"Lippstoh [?], Westfalen"
"Lischhausen [?], Hannover"
"Lobeglen [?], Sachsen (kingdom or province)"
"Löben, Sachsen (province)"
"Lobenstein, Reuß-jüngere Linie [?]"
"Lohne, Hessen-Nassau"
"Löhne, Minden, Westfalen"
"Lohne, Sachsen (province)"
"Lohrich [?], Aargau, Switzerland"
"Lommersheim [?], Pfalz, Bayern"
"Lonsheim, Darmstadt, Hessen"
"Lorsch, Hessen"
"Lost [?], Minden, Westfalen"
"Lotheim, Hessen"
"Lotte, Tecklenburg, Münster, Westfalen"
"Lotte, Westfalen"
"Lotzen, Brandenburg"
"Löwenheim, Württemberg"
"Löwenstein, Weinberg, Preußen"
"Löwenstein, Weinsberg, Württemberg"
"Löwenstein, Württemberg"
"Lübbeck [?], Mecklenburg-Schwerin [?]"
"Lübbecke, Minden, Westfalen"
"Lübbecke, Westfalen"
"Lübbecke, Westfalen [?]"
Lübeck
"Lübeck, Schleswig-Holstein"
"Luckau, Preußen"
"Ludingen [?], Baden"
"Ludwigsburg, Württemberg"
"Luerich, Waldeck"
"Lugau/Erzgebirge, Sachsen (kingdom)"
"Lüke, Schnathorst [?], Westfalen [?]"
"Lüneburg, Hannover"
"Lüstringen, Hannover [?]"
"Lutter, Hannover"
"Lüttringen [?], Westfalen"
"Luttrum, Hannover"
"Lütz, Rheinprovinz [?]"
"Lützelsachsen [?], Baden"
"Lützelsachsen, Baden"
"Lützelsachsen, Weinheim, Baden"
"Lützendorf, Hessen-Nassau"
